0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.657356945092250733e+00
1.000000000000000000e+00 1.418232813497635858e+00
1.000000000000000000e+00 1.849496697848761251e+00
1.000000000000000000e+00 1.512571045617963517e+00
1.000000000000000000e+00 1.098657034144551403e+00
1.000000000000000000e+00 1.538481238102359150e+00
1.000000000000000000e+00 1.950224267737528550e+00
1.000000000000000000e+00 1.543938839191984380e+00
1.000000000000000000e+00 1.655265123118993653e+00
1.000000000000000000e+00 1.831729657042909576e+00
2.000000000000000000e+00 3.836718445570148628e+00
2.000000000000000000e+00 3.683811628780798486e+00
2.000000000000000000e+00 3.403646905474114526e+00
2.000000000000000000e+00 3.394034329292929364e+00
2.000000000000000000e+00 3.757023563760991003e+00
2.000000000000000000e+00 2.925362535821718346e+00
2.000000000000000000e+00 3.416989027583785088e+00
2.000000000000000000e+00 3.073305019549717798e+00
2.000000000000000000e+00 2.298609962342737845e+00
2.000000000000000000e+00 2.414829784438268234e+00
3.000000000000000000e+00 4.889700951987879129e+00
3.000000000000000000e+00 4.683645090102817043e+00
3.000000000000000000e+00 5.216232234622891539e+00
3.000000000000000000e+00 3.635577755130035893e+00
3.000000000000000000e+00 4.623043019244414964e+00
3.000000000000000000e+00 3.781431011199892112e+00
3.000000000000000000e+00 3.886266977116154653e+00
3.000000000000000000e+00 3.713308117681461518e+00
3.000000000000000000e+00 3.942473073314192611e+00
3.000000000000000000e+00 3.362028726679553436e+00
4.000000000000000000e+00 5.591501785542715375e+00
4.000000000000000000e+00 5.648035868300095075e+00
4.000000000000000000e+00 4.665261597939906579e+00
4.000000000000000000e+00 5.436332526965733436e+00
4.000000000000000000e+00 4.431125098853774702e+00
4.000000000000000000e+00 7.074684402137885186e+00
4.000000000000000000e+00 5.136383713544843133e+00
4.000000000000000000e+00 4.285823928670460248e+00
4.000000000000000000e+00 7.354556725326895972e+00
4.000000000000000000e+00 5.476115492251384609e+00
5.000000000000000000e+00 9.302197493853153532e+00
5.000000000000000000e+00 8.214201152258473471e+00
5.000000000000000000e+00 9.470725388650240717e+00
5.000000000000000000e+00 8.853588109130342332e+00
5.000000000000000000e+00 5.557171431468459488e+00
5.000000000000000000e+00 5.747976535164110778e+00
5.000000000000000000e+00 8.790656960221753025e+00
5.000000000000000000e+00 5.779290445013709032e+00
5.000000000000000000e+00 9.877430063187359721e+00
5.000000000000000000e+00 6.115186151087615762e+00
6.000000000000000000e+00 1.049357467898688157e+01
6.000000000000000000e+00 7.065430951069730625e+00
6.000000000000000000e+00 1.086703631443092632e+01
6.000000000000000000e+00 9.435864327257442952e+00
6.000000000000000000e+00 6.357631583999117986e+00
6.000000000000000000e+00 1.057357982508620253e+01
6.000000000000000000e+00 9.091570135722069068e+00
6.000000000000000000e+00 8.603131937091212933e+00
6.000000000000000000e+00 6.977371067563175266e+00
6.000000000000000000e+00 1.084042994993036046e+01
7.000000000000000000e+00 9.935930632624026870e+00
7.000000000000000000e+00 7.581545306323826949e+00
7.000000000000000000e+00 7.384027398885196547e+00
7.000000000000000000e+00 9.603593677452122890e+00
7.000000000000000000e+00 1.014704886960451091e+01
7.000000000000000000e+00 7.836977702000133661e+00
7.000000000000000000e+00 1.188726587754591257e+01
7.000000000000000000e+00 1.361463656924096455e+01
7.000000000000000000e+00 1.399500125236815684e+01
7.000000000000000000e+00 1.283908357824981827e+01
8.000000000000000000e+00 9.881089044458686743e+00
8.000000000000000000e+00 1.452967406949544937e+01
8.000000000000000000e+00 1.523977131114440198e+01
8.000000000000000000e+00 8.382352842535798487e+00
8.000000000000000000e+00 1.376869132750698910e+01
8.000000000000000000e+00 8.045180694425148715e+00
8.000000000000000000e+00 1.145298636902406564e+01
8.000000000000000000e+00 1.402789459869049082e+01
8.000000000000000000e+00 1.588660559014860496e+01
8.000000000000000000e+00 1.319250769099526011e+01
9.000000000000000000e+00 1.019150301825512273e+01
9.000000000000000000e+00 9.859684940005783105e+00
9.000000000000000000e+00 1.770131760544793309e+01
9.000000000000000000e+00 1.039460384750390176e+01
9.000000000000000000e+00 1.544935660416506451e+01
9.000000000000000000e+00 1.132431039259799022e+01
9.000000000000000000e+00 1.478442463176462596e+01
9.000000000000000000e+00 1.089786859703686872e+01
9.000000000000000000e+00 1.767584511117957646e+01
9.000000000000000000e+00 1.601349351707496993e+01
1.000000000000000000e+01 1.759810975820457912e+01
1.000000000000000000e+01 1.129583838501417148e+01
1.000000000000000000e+01 1.582284698328679795e+01
1.000000000000000000e+01 1.420742644482704620e+01
1.000000000000000000e+01 1.741180437114002899e+01
1.000000000000000000e+01 1.455672906238708286e+01
1.000000000000000000e+01 1.521075064686564993e+01
1.000000000000000000e+01 1.483275353186986223e+01
1.000000000000000000e+01 1.216335030976924791e+01
1.000000000000000000e+01 1.385844185715707155e+01
1.100000000000000000e+01 1.901034439271078114e+01
1.100000000000000000e+01 2.086801429114756701e+01
1.100000000000000000e+01 1.795317377534176018e+01
1.100000000000000000e+01 1.425466055252599062e+01
1.100000000000000000e+01 1.176039002464133354e+01
1.100000000000000000e+01 1.273070833740130148e+01
1.100000000000000000e+01 1.608099808410715070e+01
1.100000000000000000e+01 1.776982117822062435e+01
1.100000000000000000e+01 1.442521842310053870e+01
1.100000000000000000e+01 1.876717332945079875e+01
1.200000000000000000e+01 2.140731364570244111e+01
1.200000000000000000e+01 1.732506286879112878e+01
1.200000000000000000e+01 2.096192312767576738e+01
1.200000000000000000e+01 2.380905712750612935e+01
1.200000000000000000e+01 1.986630378832836996e+01
1.200000000000000000e+01 1.349291618576929430e+01
1.200000000000000000e+01 2.144923933950176576e+01
1.200000000000000000e+01 1.375887707202113042e+01
1.200000000000000000e+01 2.308830337526249110e+01
1.200000000000000000e+01 1.814467254367524873e+01
1.300000000000000000e+01 2.143387088582659317e+01
1.300000000000000000e+01 2.360252449132929797e+01
1.300000000000000000e+01 2.298095193531850811e+01
1.300000000000000000e+01 1.972123032115029062e+01
1.300000000000000000e+01 2.144708907951819299e+01
1.300000000000000000e+01 2.203787102456919200e+01
1.300000000000000000e+01 2.232862506071900910e+01
1.300000000000000000e+01 2.165368929807340237e+01
1.300000000000000000e+01 2.209329303653264276e+01
1.300000000000000000e+01 1.927836835298027296e+01
1.400000000000000000e+01 1.745986732430647592e+01
1.400000000000000000e+01 2.239906877317718070e+01
1.400000000000000000e+01 2.656722057731307984e+01
